,interval,s3_usage,s3_limit
469,0.04,99.8526761959817,100
470,0.04,99.8526761959817,100
471,0.04,99.8526761959817,100
472,0.04,99.8526761959817,100
473,0.04,99.8526761959817,100
474,0.04,99.8526761959817,100
475,0.04,96.38013165499311,100
476,0.04,96.38013165499311,100
477,0.04,96.38013165499311,100
478,0.04,98.44968139422896,100
479,0.04,98.44968139422896,100
480,0.04,99.71221996337908,100
481,0.04,99.71221996337908,100
482,0.04,99.71221996337908,100
483,0.04,99.71221996337908,100
484,0.04,95.16459635065895,100
485,0.04,98.95254144307947,100
486,0.04,98.95254144307947,100
487,0.04,98.95254144307947,100
488,0.04,98.95254144307947,100
489,0.04,98.95254144307947,100
490,0.04,98.95254144307947,100
491,0.04,98.95254144307947,100
492,0.04,98.95254144307947,100
493,0.04,98.95254144307947,100
494,0.04,98.95254144307947,100
495,0.04,98.95254144307947,100
496,0.04,98.95254144307947,100
497,0.04,94.96051563661655,100
498,0.04,99.03387637074445,100
499,0.04,99.03387637074445,100
500,0.04,99.03387637074445,100
501,0.04,99.03387637074445,100
502,0.04,99.03387637074445,100
503,0.04,99.03387637074445,100
504,0.04,99.03387637074445,100
505,0.04,99.03387637074445,100
506,0.04,99.03387637074445,100
507,0.04,95.08902948605368,100
508,0.04,99.36090520536543,100
509,0.04,99.36090520536543,100
510,0.04,99.36090520536543,100
511,0.04,99.36090520536543,100
512,0.04,99.36090520536543,100
513,0.04,99.36090520536543,100
514,0.04,95.08902948605368,100
515,0.04,97.57663144923218,100
516,0.04,97.57663144923218,100
517,0.04,92.45505550551512,100
518,0.04,98.40200264758501,100
519,0.04,98.40200264758501,100
520,0.04,98.40200264758501,100
521,0.04,95.14267561976894,100
522,0.04,97.72576725266045,100
523,0.04,97.72576725266045,100
524,0.04,92.9828023400886,100
525,0.04,99.8699233528056,100
526,0.04,96.40406670502917,100
527,0.04,99.88386702381622,100
528,0.04,94.47739577933206,100
529,0.04,99.51937655506285,100
530,0.04,99.51937655506285,100
531,0.04,99.51937655506285,100
532,0.04,99.51937655506285,100
533,0.04,99.51937655506285,100
534,0.04,99.51937655506285,100
535,0.04,96.92514609821248,100
536,0.04,96.92514609821248,100
537,0.04,99.26533287845959,100
538,0.04,99.26533287845959,100
539,0.04,99.26533287845959,100
540,0.04,94.01700651062882,100
541,0.04,95.39060167559238,100
542,0.04,95.39060167559238,100
543,0.04,99.04308765428634,100
544,0.04,99.04308765428634,100
545,0.04,99.04308765428634,100
546,0.04,99.04308765428634,100
547,0.04,99.04308765428634,100
548,0.04,99.04308765428634,100
549,0.04,93.57961077265695,100
550,0.04,96.29944560295137,100
551,0.04,99.53064520424924,100
552,0.04,99.53064520424924,100
553,0.04,99.53064520424924,100
554,0.04,99.53064520424924,100
555,0.04,99.53064520424924,100
556,0.04,99.53064520424924,100
557,0.04,99.53064520424924,100
558,0.04,99.53064520424924,100
559,0.04,96.72744521529252,100
560,0.04,96.72744521529252,100
561,0.04,94.6540152705568,100
562,0.04,98.46678957188148,100
563,0.04,94.77686449494574,100
564,0.04,95.96795298240133,100
565,0.04,99.07040889615774,100
566,0.04,94.9912232117889,100
567,0.04,99.20578182635111,100
568,0.04,99.20578182635111,100
569,0.04,99.20578182635111,100
570,0.04,99.20578182635111,100
571,0.04,99.20578182635111,100
572,0.04,99.20578182635111,100
573,0.04,97.02203034442678,100
574,0.04,99.5290413301565,100
575,0.04,99.5290413301565,100
576,0.04,99.5290413301565,100
577,0.04,99.5290413301565,100
578,0.04,99.5290413301565,100
579,0.04,97.90340473127948,100
580,0.04,97.90340473127948,100
581,0.04,97.90340473127948,100
582,0.04,92.9689619122881,100
583,0.04,97.99840419866342,100
584,0.04,94.66818952627892,100
585,0.04,98.32120021582716,100
586,0.04,98.32120021582716,100
587,0.04,98.32120021582716,100
588,0.04,98.32120021582716,100
589,0.04,98.32120021582716,100
590,0.04,94.24783948169926,100
591,0.04,99.89439433716966,100
592,0.04,99.89439433716966,100
593,0.04,99.89439433716966,100
594,0.04,92.94308226521731,100
595,0.04,98.2239183730653,100
596,0.04,98.2239183730653,100
597,0.04,98.2239183730653,100
598,0.04,98.2239183730653,100
599,0.04,98.2239183730653,100
600,0.04,98.2239183730653,100
601,0.04,98.2239183730653,100
602,0.04,98.2239183730653,100
603,0.04,98.2239183730653,100
604,0.04,98.2239183730653,100
605,0.04,98.2239183730653,100
606,0.04,98.2239183730653,100
607,0.04,98.2239183730653,100
608,0.04,98.2239183730653,100
609,0.04,98.2239183730653,100
610,0.04,99.72706480876367,100
611,0.04,99.72706480876367,100
612,0.04,99.72706480876367,100
613,0.04,99.72706480876367,100
614,0.04,99.72706480876367,100
615,0.04,99.72706480876367,100
616,0.04,99.72706480876367,100
617,0.04,99.72706480876367,100
618,0.04,99.72706480876367,100
619,0.04,99.72706480876367,100
620,0.04,96.80701994179852,100
621,0.04,99.98169416554722,100
622,0.04,97.76475788165192,100
623,0.04,97.76475788165192,100
624,0.04,89.27419821939202,100
625,0.04,98.36492571501586,100
626,0.04,98.36492571501586,100
627,0.04,98.36492571501586,100
628,0.04,98.36492571501586,100
629,0.04,98.36492571501586,100
630,0.04,98.36492571501586,100
631,0.04,98.36492571501586,100
632,0.04,98.36492571501586,100
633,0.04,98.36492571501586,100
634,0.04,95.78183408212435,100
635,0.04,99.23267316880195,100
636,0.04,99.23267316880195,100
637,0.04,99.23267316880195,100
638,0.04,99.23267316880195,100
639,0.04,97.23827152528702,100
640,0.04,97.23827152528702,100
641,0.04,97.23827152528702,100
642,0.04,94.20414589891591,100
643,0.04,98.6836515073239,100
644,0.04,98.6836515073239,100
645,0.04,98.6836515073239,100
646,0.04,98.6836515073239,100
647,0.04,98.6836515073239,100
648,0.04,98.6836515073239,100
649,0.04,89.04473038426259,100
650,0.04,99.49512978305773,100
651,0.04,98.23259121390761,100
652,0.04,99.70901257706736,100
653,0.04,99.70901257706736,100
654,0.04,99.70901257706736,100
655,0.04,95.8632502380977,100
656,0.04,99.36832913971683,100
657,0.04,99.36832913971683,100
658,0.04,99.36832913971683,100
659,0.04,99.36832913971683,100
660,0.04,99.36832913971683,100
661,0.04,94.32634836398604,100
662,0.04,95.80546686695247,100
663,0.04,99.30069811926417,100
664,0.04,99.30069811926417,100
665,0.04,99.30069811926417,100
666,0.04,99.30069811926417,100
667,0.04,99.30069811926417,100
668,0.04,97.21143047011998,100
669,0.04,97.21143047011998,100
670,0.04,97.21143047011998,100
671,0.04,99.149209987488,100
672,0.04,99.149209987488,100
673,0.04,99.149209987488,100
674,0.04,99.149209987488,100
675,0.04,99.149209987488,100
676,0.04,99.149209987488,100
677,0.04,99.149209987488,100
678,0.04,94.42574983209386,100
679,0.04,97.94517130705103,100
680,0.04,97.94517130705103,100
681,0.04,97.94517130705103,100
682,0.04,94.27105321339754,100
683,0.04,98.16782796204937,100
684,0.04,98.16782796204937,100
685,0.04,98.16782796204937,100
686,0.04,98.16782796204937,100
687,0.04,98.16782796204937,100
688,0.04,98.16782796204937,100
689,0.04,98.16782796204937,100
690,0.04,98.16782796204937,100
691,0.04,98.16782796204937,100
692,0.04,98.16782796204937,100
693,0.04,95.82764118180226,100
694,0.04,95.82764118180226,100
695,0.04,99.89431267004665,100
696,0.04,99.89431267004665,100
697,0.04,99.89431267004665,100
698,0.04,99.89431267004665,100
699,0.04,99.89431267004665,100
700,0.04,97.87260906121935,100
701,0.04,97.87260906121935,100
702,0.04,97.87260906121935,100
703,0.04,95.96369684350269,100
704,0.04,99.97947687927245,100
705,0.04,99.97947687927245,100
706,0.04,96.80480265552374,100
707,0.04,99.44138508980342,100
708,0.04,99.44138508980342,100
709,0.04,99.44138508980342,100
710,0.04,99.44138508980342,100
711,0.04,99.44138508980342,100
712,0.04,99.44138508980342,100
713,0.04,99.44138508980342,100
714,0.04,99.44138508980342,100
715,0.04,99.44138508980342,100
716,0.04,99.44138508980342,100
717,0.04,99.44138508980342,100
718,0.04,99.44138508980342,100
719,0.04,99.44138508980342,100
720,0.04,99.44138508980342,100
721,0.04,95.96158477101636,100
722,0.04,95.96158477101636,100
723,0.04,98.0023346560162,100
724,0.04,98.0023346560162,100
725,0.04,98.0023346560162,100
726,0.04,98.0023346560162,100
727,0.04,93.787776041454,100
728,0.04,97.18226782005158,100
729,0.04,97.18226782005158,100
730,0.04,94.13830611640624,100
731,0.04,98.79868320467696,100
732,0.04,98.79868320467696,100
733,0.04,98.79868320467696,100
734,0.04,98.79868320467696,100
735,0.04,98.79868320467696,100
736,0.04,98.79868320467696,100
737,0.04,98.79868320467696,100
738,0.04,95.69622729092055,100
739,0.04,99.62388264238736,100
740,0.04,99.62388264238736,100
741,0.04,99.62388264238736,100
742,0.04,95.9713966636934,100
743,0.04,97.1973247414033,100
744,0.04,93.96612514010543,100
745,0.04,99.98259275946356,100
746,0.04,99.98259275946356,100
747,0.04,99.98259275946356,100
748,0.04,99.98259275946356,100
749,0.04,97.47558177373384,100
750,0.04,95.53780225636581,100
751,0.04,99.6544342798154,100
752,0.04,99.6544342798154,100
753,0.04,93.576193717999,100
754,0.04,98.44980183061783,100
755,0.04,94.99896274394023,100
756,0.04,99.38195321977527,100
757,0.04,95.42940772122031,100
758,0.04,99.70839450545557,100
759,0.04,99.70839450545557,100
760,0.04,99.70839450545557,100
761,0.04,99.70839450545557,100
762,0.04,99.70839450545557,100
763,0.04,99.70839450545557,100
764,0.04,99.70839450545557,100
765,0.04,95.22888889704758,100
766,0.04,98.81365180806768,100
767,0.04,95.41916002947009,100
768,0.04,98.01333221050147,100
769,0.04,98.01333221050147,100
770,0.04,98.01333221050147,100
771,0.04,98.01333221050147,100
772,0.04,98.01333221050147,100
773,0.04,98.01333221050147,100
774,0.04,98.01333221050147,100
775,0.04,98.33376063038918,100
776,0.04,98.33376063038918,100
777,0.04,98.33376063038918,100
778,0.04,98.33376063038918,100
779,0.04,98.33376063038918,100
780,0.04,99.79386508662965,100
781,0.04,99.79386508662965,100
782,0.04,99.79386508662965,100
783,0.04,99.79386508662965,100
784,0.04,99.79386508662965,100
785,0.04,99.79386508662965,100
786,0.04,99.79386508662965,100
787,0.04,99.79386508662965,100
788,0.04,99.79386508662965,100
789,0.04,99.79386508662965,100
790,0.04,96.20910217560956,100
791,0.04,96.20910217560956,100
792,0.04,99.78068461847735,100
793,0.04,97.05516838281864,100
794,0.04,99.64803016431614,100
795,0.04,99.64803016431614,100
796,0.04,99.64803016431614,100
797,0.04,99.64803016431614,100
798,0.04,99.64803016431614,100
799,0.04,95.53139814086654,100
800,0.04,98.16709623972051,100
801,0.04,98.16709623972051,100
802,0.04,98.16709623972051,100
803,0.04,98.16709623972051,100
804,0.04,98.16709623972051,100
805,0.04,98.16709623972051,100
806,0.04,98.16709623972051,100
807,0.04,98.16709623972051,100
808,0.04,94.66201733810138,100
809,0.04,98.07675955290034,100
810,0.04,98.07675955290034,100
811,0.04,98.07675955290034,100
812,0.04,98.07675955290034,100
813,0.04,98.07675955290034,100
814,0.04,89.41720479709565,100
815,0.04,98.55163620673345,100
816,0.04,98.55163620673345,100
817,0.04,98.55163620673345,100
818,0.04,98.55163620673345,100
819,0.04,98.55163620673345,100
820,0.04,98.55163620673345,100
821,0.04,95.91505377245377,100
822,0.04,95.91505377245377,100
823,0.04,97.06942255111447,100
824,0.04,93.57419129880277,100
825,0.04,99.49643293902862,100
826,0.04,99.49643293902862,100
827,0.04,99.49643293902862,100
828,0.04,99.49643293902862,100
829,0.04,99.49643293902862,100
830,0.04,99.49643293902862,100
831,0.04,99.49643293902862,100
832,0.04,99.49643293902862,100
833,0.04,95.48065290325886,100
834,0.04,99.3469121761509,100
835,0.04,99.3469121761509,100
836,0.04,99.3469121761509,100
837,0.04,99.3469121761509,100
838,0.04,99.3469121761509,100
839,0.04,99.3469121761509,100
840,0.04,99.3469121761509,100
841,0.04,99.3469121761509,100
842,0.04,97.87049081299115,100
843,0.04,97.87049081299115,100
844,0.04,93.4875003371561,100
845,0.04,96.52859444000805,100
846,0.04,96.52859444000805,100
847,0.04,99.86448535231489,100
848,0.04,95.061153775517,100
849,0.04,98.1951966822088,100
850,0.04,98.1951966822088,100
851,0.04,98.1951966822088,100
852,0.04,98.1951966822088,100
853,0.04,98.1951966822088,100
854,0.04,98.1951966822088,100
855,0.04,98.1951966822088,100
856,0.04,93.22072764480681,100
857,0.04,96.96902670913828,100
858,0.04,96.96902670913828,100
859,0.04,97.22056765249471,100
860,0.04,97.22056765249471,100
861,0.04,97.22056765249471,100
862,0.04,99.75650987460986,100
863,0.04,96.8197510735451,100
864,0.04,99.75004626870326,100
865,0.04,99.75004626870326,100
866,0.04,99.75004626870326,100
867,0.04,99.75004626870326,100
868,0.04,96.23062479374609,100
869,0.04,99.84006990117466,100
870,0.04,99.84006990117466,100
871,0.04,99.84006990117466,100
872,0.04,95.17969281290394,100
