,interval,s3_usage,s3_limit
2710,0.04,99.8243526676611,100
2711,0.04,99.8243526676611,100
2712,0.04,99.8243526676611,100
2713,0.04,99.8243526676611,100
2714,0.04,99.8243526676611,100
2715,0.04,99.8243526676611,100
2716,0.04,99.8243526676611,100
2717,0.04,99.8243526676611,100
2718,0.04,99.8243526676611,100
2719,0.04,96.99911054430149,100
2720,0.04,96.99911054430149,100
2721,0.04,96.99911054430149,100
2722,0.04,96.99911054430149,100
2723,0.04,96.99911054430149,100
2724,0.04,99.65919309832444,100
2725,0.04,99.65919309832444,100
2726,0.04,99.65919309832444,100
2727,0.04,94.93978977758286,100
2728,0.04,90.47532162957128,100
2729,0.04,98.08659331529097,100
2730,0.04,98.08659331529097,100
2731,0.04,96.71425274669203,100
2732,0.04,96.71425274669203,100
2733,0.04,93.443159028165,100
2734,0.04,98.96698142922824,100
2735,0.04,98.96698142922824,100
2736,0.04,95.83480022969474,100
2737,0.04,94.05418666467757,100
2738,0.04,98.21947480184159,100
2739,0.04,98.21947480184159,100
2740,0.04,98.21947480184159,100
2741,0.04,98.21947480184159,100
2742,0.04,98.21947480184159,100
2743,0.04,95.02393782916158,100
2744,0.04,97.09764907611023,100
2745,0.04,98.97441750722028,100
2746,0.04,98.97441750722028,100
2747,0.04,98.97441750722028,100
2748,0.04,98.97441750722028,100
2749,0.04,98.97441750722028,100
2750,0.04,98.97441750722028,100
2751,0.04,95.4399189950566,100
2752,0.04,95.4399189950566,100
2753,0.04,98.76562650381943,100
2754,0.04,98.76562650381943,100
2755,0.04,98.76562650381943,100
2756,0.04,98.76562650381943,100
2757,0.04,98.76562650381943,100
2758,0.04,98.76562650381943,100
2759,0.04,98.76562650381943,100
2760,0.04,98.76562650381943,100
2761,0.04,98.76562650381943,100
2762,0.04,98.76562650381943,100
2763,0.04,98.76562650381943,100
2764,0.04,98.76562650381943,100
2765,0.04,98.76562650381943,100
2766,0.04,98.76562650381943,100
2767,0.04,95.68262375136688,100
2768,0.04,99.90341574837106,100
2769,0.04,99.90341574837106,100
2770,0.04,99.90341574837106,100
2771,0.04,99.90341574837106,100
2772,0.04,95.1819781476618,100
2773,0.04,99.60257166364426,100
2774,0.04,99.60257166364426,100
2775,0.04,99.60257166364426,100
2776,0.04,99.60257166364426,100
2777,0.04,99.60257166364426,100
2778,0.04,99.60257166364426,100
2779,0.04,96.42693135470358,100
2780,0.04,96.42693135470358,100
2781,0.04,99.29175200905286,100
2782,0.04,94.92567798922722,100
2783,0.04,99.66479569886258,100
2784,0.04,99.66479569886258,100
2785,0.04,99.66479569886258,100
2786,0.04,99.66479569886258,100
2787,0.04,99.66479569886258,100
2788,0.04,99.66479569886258,100
2789,0.04,99.66479569886258,100
2790,0.04,99.66479569886258,100
2791,0.04,99.66479569886258,100
2792,0.04,97.13466677742696,100
2793,0.04,99.14118894758157,100
2794,0.04,99.14118894758157,100
2795,0.04,99.14118894758157,100
2796,0.04,95.16799946172678,100
2797,0.04,96.24085217251461,100
2798,0.04,99.20236484399513,100
2799,0.04,99.20236484399513,100
2800,0.04,99.20236484399513,100
2801,0.04,99.20236484399513,100
2802,0.04,95.07627060955373,100
2803,0.04,96.7611933672583,100
2804,0.04,97.33564534184677,100
2805,0.04,97.33564534184677,100
2806,0.04,99.34023432162627,100
2807,0.04,95.17494618446226,100
2808,0.04,99.57204046071527,100
2809,0.04,99.57204046071527,100
2810,0.04,99.57204046071527,100
2811,0.04,99.57204046071527,100
2812,0.04,94.8765271231509,100
2813,0.04,99.46256196931007,100
2814,0.04,99.46256196931007,100
2815,0.04,99.46256196931007,100
2816,0.04,99.46256196931007,100
2817,0.04,99.46256196931007,100
2818,0.04,99.46256196931007,100
2819,0.04,96.43913449603168,100
2820,0.04,99.80954732253112,100
2821,0.04,96.49470613873883,100
2822,0.04,97.79939016953564,100
2823,0.04,95.1332250318356,100
2824,0.04,95.1332250318356,100
2825,0.04,99.04130910810959,100
2826,0.04,99.04130910810959,100
2827,0.04,99.04130910810959,100
2828,0.04,99.04130910810959,100
2829,0.04,99.04130910810959,100
2830,0.04,93.51748670704634,100
2831,0.04,94.80846272860816,100
2832,0.04,98.54241215656751,100
2833,0.04,98.54241215656751,100
2834,0.04,98.54241215656751,100
2835,0.04,98.54241215656751,100
2836,0.04,98.54241215656751,100
2837,0.04,98.54241215656751,100
2838,0.04,98.54241215656751,100
2839,0.04,98.54241215656751,100
2840,0.04,98.54241215656751,100
2841,0.04,98.54241215656751,100
2842,0.04,95.4175022558043,100
2843,0.04,99.13538249659089,100
2844,0.04,99.13538249659089,100
2845,0.04,99.13538249659089,100
2846,0.04,99.13538249659089,100
2847,0.04,95.39929434961849,100
2848,0.04,98.72936643027121,100
2849,0.04,98.72936643027121,100
2850,0.04,98.72936643027121,100
2851,0.04,98.72936643027121,100
2852,0.04,98.72936643027121,100
2853,0.04,98.72936643027121,100
2854,0.04,98.72936643027121,100
2855,0.04,98.72936643027121,100
2856,0.04,98.72936643027121,100
2857,0.04,98.72936643027121,100
2858,0.04,98.72936643027121,100
2859,0.04,98.72936643027121,100
2860,0.04,94.07646640816964,100
2861,0.04,99.05766400672543,100
2862,0.04,99.05766400672543,100
2863,0.04,99.05766400672543,100
2864,0.04,99.05766400672543,100
2865,0.04,99.05766400672543,100
2866,0.04,99.05766400672543,100
2867,0.04,99.05766400672543,100
2868,0.04,99.05766400672543,100
2869,0.04,99.05766400672543,100
2870,0.04,99.05766400672543,100
2871,0.04,99.05766400672543,100
2872,0.04,99.05766400672543,100
2873,0.04,99.05766400672543,100
2874,0.04,99.05766400672543,100
2875,0.04,99.05766400672543,100
2876,0.04,94.59623220702643,100
2877,0.04,99.99483709204598,100
2878,0.04,96.86997428243059,100
2879,0.04,96.86997428243059,100
2880,0.04,99.96758727049641,100
2881,0.04,97.50993060351948,100
2882,0.04,97.50993060351948,100
2883,0.04,97.50993060351948,100
2884,0.04,97.50993060351948,100
2885,0.04,97.50993060351948,100
2886,0.04,97.50993060351948,100
2887,0.04,97.50993060351948,100
2888,0.04,95.63316217240943,100
2889,0.04,95.63316217240943,100
2890,0.04,99.84421516658111,100
2891,0.04,99.84421516658111,100
2892,0.04,99.84421516658111,100
2893,0.04,99.84421516658111,100
2894,0.04,99.84421516658111,100
2895,0.04,97.77050391963246,100
2896,0.04,97.77050391963246,100
2897,0.04,97.77050391963246,100
2898,0.04,97.77050391963246,100
2899,0.04,97.77050391963246,100
2900,0.04,84.3667812812378,100
2901,0.04,97.71039321694492,100
2902,0.04,97.71039321694492,100
2903,0.04,94.3803211362922,100
2904,0.04,98.6304549543316,100
2905,0.04,98.6304549543316,100
2906,0.04,98.6304549543316,100
2907,0.04,95.17920116757908,100
2908,0.04,95.9577448356339,100
2909,0.04,99.85700062255394,100
2910,0.04,99.85700062255394,100
2911,0.04,99.85700062255394,100
2912,0.04,99.85700062255394,100
2913,0.04,92.80572127697444,100
2914,0.04,95.9858152942605,100
2915,0.04,94.62670259473418,100
2916,0.04,94.35948420922865,100
2917,0.04,98.83456871319311,100
2918,0.04,98.83456871319311,100
2919,0.04,98.83456871319311,100
2920,0.04,98.83456871319311,100
2921,0.04,98.83456871319311,100
2922,0.04,98.83456871319311,100
2923,0.04,98.83456871319311,100
2924,0.04,98.83456871319311,100
2925,0.04,98.83456871319311,100
2926,0.04,98.83456871319311,100
2927,0.04,99.88077113569742,100
2928,0.04,99.88077113569742,100
2929,0.04,99.88077113569742,100
2930,0.04,99.88077113569742,100
2931,0.04,99.88077113569742,100
2932,0.04,99.88077113569742,100
2933,0.04,99.88077113569742,100
2934,0.04,95.4451397589184,100
2935,0.04,98.76255829908277,100
2936,0.04,98.76255829908277,100
2937,0.04,98.76255829908277,100
2938,0.04,98.76255829908277,100
2939,0.04,98.76255829908277,100
2940,0.04,98.76255829908277,100
2941,0.04,98.76255829908277,100
2942,0.04,98.76255829908277,100
2943,0.04,98.76255829908277,100
2944,0.04,98.76255829908277,100
2945,0.04,98.76255829908277,100
2946,0.04,98.76255829908277,100
2947,0.04,98.76255829908277,100
2948,0.04,98.76255829908277,100
2949,0.04,98.76255829908277,100
2950,0.04,98.76255829908277,100
2951,0.04,95.79482715108644,100
2952,0.04,99.41076455990384,100
2953,0.04,99.41076455990384,100
2954,0.04,99.41076455990384,100
2955,0.04,99.41076455990384,100
2956,0.04,99.41076455990384,100
2957,0.04,94.3214205835929,100
2958,0.04,97.5683029642012,100
2959,0.04,94.24259545543836,100
2960,0.04,96.19000376874288,100
2961,0.04,96.19000376874288,100
2962,0.04,99.61809014178202,100
2963,0.04,99.61809014178202,100
2964,0.04,99.61809014178202,100
2965,0.04,96.6565774703015,100
2966,0.04,99.53356046416056,100
2967,0.04,99.53356046416056,100
2968,0.04,99.53356046416056,100
2969,0.04,95.62547638788656,100
2970,0.04,99.68897800613813,100
2971,0.04,96.3185651796387,100
2972,0.04,95.544272220985,100
2973,0.04,98.28037826930914,100
2974,0.04,94.3811224823891,100
2975,0.04,98.62573519173371,100
2976,0.04,97.3210511609369,100
2977,0.04,99.81609048226194,100
2978,0.04,99.81609048226194,100
2979,0.04,99.81609048226194,100
2980,0.04,94.68680662142283,100
2981,0.04,97.55466475906495,100
2982,0.04,99.65512091523073,100
2983,0.04,95.92117148727138,100
2984,0.04,95.92117148727138,100
2985,0.04,94.74780282879219,100
2986,0.04,97.79496638715943,100
2987,0.04,97.79496638715943,100
2988,0.04,97.79496638715943,100
2989,0.04,97.79496638715943,100
2990,0.04,97.79496638715943,100
2991,0.04,94.0955303140139,100
2992,0.04,94.0955303140139,100
2993,0.04,97.68567839243522,100
2994,0.04,97.68567839243522,100
2995,0.04,97.68567839243522,100
2996,0.04,97.68567839243522,100
2997,0.04,90.4274618398963,100
2998,0.04,94.94346020768451,100
2999,0.04,99.03388096079084,100
3000,0.04,99.03388096079084,100
3001,0.04,99.03388096079084,100
3002,0.04,99.03388096079084,100
3003,0.04,99.03388096079084,100
3004,0.04,97.34895820308627,100
3005,0.04,99.18961166437083,100
3006,0.04,95.47173142358423,100
3007,0.04,98.14763754329088,100
3008,0.04,99.7511080997428,100
3009,0.04,99.7511080997428,100
3010,0.04,99.7511080997428,100
3011,0.04,99.7511080997428,100
3012,0.04,96.06726790966356,100
3013,0.04,96.06726790966356,100
3014,0.04,98.22350980548072,100
3015,0.04,99.71321320652969,100
3016,0.04,99.71321320652969,100
3017,0.04,99.71321320652969,100
3018,0.04,99.71321320652969,100
3019,0.04,99.71321320652969,100
3020,0.04,99.71321320652969,100
3021,0.04,99.71321320652969,100
3022,0.04,96.53311918924362,100
3023,0.04,96.53311918924362,100
3024,0.04,92.28298537120422,100
3025,0.04,96.73101098254203,100
3026,0.04,94.99661195838519,100
3027,0.04,99.06648522044118,100
3028,0.04,99.06648522044118,100
3029,0.04,99.06648522044118,100
3030,0.04,96.2016645660919,100
3031,0.04,99.93687312341876,100
3032,0.04,99.93687312341876,100
3033,0.04,99.93687312341876,100
3034,0.04,99.93687312341876,100
3035,0.04,99.93687312341876,100
3036,0.04,99.93687312341876,100
3037,0.04,96.6194545832544,100
3038,0.04,96.6194545832544,100
3039,0.04,96.6194545832544,100
3040,0.04,96.6194545832544,100
3041,0.04,98.65263257556244,100
3042,0.04,98.65263257556244,100
3043,0.04,93.67143497700664,100
3044,0.04,98.02438666373688,100
3045,0.04,98.02438666373688,100
3046,0.04,94.97696332521188,100
3047,0.04,99.8216636595208,100
3048,0.04,99.8216636595208,100
3049,0.04,99.8216636595208,100
3050,0.04,95.34657915555633,100
3051,0.04,98.80213937918863,100
3052,0.04,98.80213937918863,100
3053,0.04,95.18620197037123,100
3054,0.04,97.92453397894299,100
3055,0.04,97.92453397894299,100
3056,0.04,97.92453397894299,100
3057,0.04,97.92453397894299,100
3058,0.04,97.92453397894299,100
3059,0.04,97.92453397894299,100
3060,0.04,97.92453397894299,100
3061,0.04,97.92453397894299,100
3062,0.04,97.92453397894299,100
3063,0.04,97.92453397894299,100
3064,0.04,97.92453397894299,100
3065,0.04,94.49644760590385,100
3066,0.04,97.53427241435621,100
3067,0.04,97.53427241435621,100
3068,0.04,97.53427241435621,100
3069,0.04,97.53427241435621,100
3070,0.04,97.53427241435621,100
3071,0.04,97.53427241435621,100
3072,0.04,94.33581257986341,100
3073,0.04,96.5795371226521,100
3074,0.04,99.06547014278807,100
3075,0.04,96.8478718738609,100
3076,0.04,96.8478718738609,100
3077,0.04,99.72868939750192,100
3078,0.04,99.72868939750192,100
3079,0.04,99.72868939750192,100
3080,0.04,99.72868939750192,100
3081,0.04,99.72868939750192,100
3082,0.04,99.72868939750192,100
3083,0.04,99.72868939750192,100
3084,0.04,99.72868939750192,100
3085,0.04,99.72868939750192,100
3086,0.04,99.72868939750192,100
3087,0.04,99.72868939750192,100
3088,0.04,99.72868939750192,100
3089,0.04,99.72868939750192,100
3090,0.04,99.72868939750192,100
3091,0.04,97.57244750168476,100
3092,0.04,97.57244750168476,100
3093,0.04,97.57244750168476,100
3094,0.04,97.57244750168476,100
3095,0.04,97.57244750168476,100
3096,0.04,97.57244750168476,100
3097,0.04,99.64974578962024,100
3098,0.04,99.64974578962024,100
3099,0.04,99.64974578962024,100
3100,0.04,99.64974578962024,100
3101,0.04,96.55213280155442,100
3102,0.04,96.55213280155442,100
3103,0.04,94.47483451361894,100
3104,0.04,98.85449885418934,100
3105,0.04,98.85449885418934,100
3106,0.04,98.85449885418934,100
3107,0.04,95.98664071654723,100
3108,0.04,98.55760550434125,100
3109,0.04,95.31072312373296,100
3110,0.04,96.80126742332848,100
3111,0.04,99.55803040839919,100
3112,0.04,99.55803040839919,100
3113,0.04,99.55803040839919,100
3114,0.04,99.55803040839919,100
3115,0.04,99.55803040839919,100
3116,0.04,99.55803040839919,100
3117,0.04,99.55803040839919,100
3118,0.04,96.29187287692272,100
3119,0.04,96.29187287692272,100
3120,0.04,96.29187287692272,100
3121,0.04,96.29187287692272,100
3122,0.04,99.51314101805815,100
3123,0.04,99.51314101805815,100
3124,0.04,99.51314101805815,100
3125,0.04,96.77480900948639,100
3126,0.04,96.77480900948639,100
3127,0.04,96.77480900948639,100
3128,0.04,98.13514809489863,100
3129,0.04,92.97866074564162,100
3130,0.04,99.79664168352467,100
3131,0.04,99.79664168352467,100
3132,0.04,99.79664168352467,100
3133,0.04,99.79664168352467,100
3134,0.04,99.79664168352467,100
3135,0.04,97.30160236219963,100
3136,0.04,97.30160236219963,100
3137,0.04,97.30160236219963,100
3138,0.04,99.59301739341176,100
3139,0.04,99.59301739341176,100
3140,0.04,99.59301739341176,100
3141,0.04,99.59301739341176,100
3142,0.04,99.59301739341176,100
3143,0.04,95.34840468406715,100
3144,0.04,97.66293682316604,100
3145,0.04,97.66293682316604,100
3146,0.04,96.17323342211706,100
3147,0.04,99.55389156829277,100
3148,0.04,99.55389156829277,100
3149,0.04,99.55389156829277,100
3150,0.04,99.55389156829277,100
3151,0.04,99.55389156829277,100
3152,0.04,99.55389156829277,100
3153,0.04,99.55389156829277,100
3154,0.04,99.55389156829277,100
3155,0.04,99.55389156829277,100
3156,0.04,96.67307404465174,100
3157,0.04,96.67307404465174,100
3158,0.04,92.60957242640018,100
3159,0.04,97.20329401457845,100
3160,0.04,99.92959438053495,100
3161,0.04,99.92959438053495,100
3162,0.04,99.92959438053495,100
3163,0.04,99.92959438053495,100
3164,0.04,99.92959438053495,100
3165,0.04,99.92959438053495,100
3166,0.04,99.92959438053495,100
3167,0.04,99.92959438053495,100
3168,0.04,99.92959438053495,100
3169,0.04,97.05261138667589,100
3170,0.04,98.76285140411652,100
3171,0.04,98.76285140411652,100
3172,0.04,98.76285140411652,100
3173,0.04,98.76285140411652,100
3174,0.04,94.40989971738628,100
3175,0.04,97.21455660778189,100
3176,0.04,97.21455660778189,100
3177,0.04,97.20172969599379,100
3178,0.04,97.20172969599379,100
3179,0.04,97.20172969599379,100
3180,0.04,91.4333431463589,100
3181,0.04,99.99990359210993,100
3182,0.04,99.99990359210993,100
3183,0.04,99.99990359210993,100
3184,0.04,99.99990359210993,100
3185,0.04,94.67420998547374,100
3186,0.04,96.98640181545846,100
3187,0.04,96.98640181545846,100
3188,0.04,96.98640181545846,100
3189,0.04,99.19644071681404,100
3190,0.04,99.19644071681404,100
3191,0.04,99.19644071681404,100
3192,0.04,95.10601996370771,100
3193,0.04,95.21770107102235,100
3194,0.04,98.72252926350478,100
3195,0.04,98.72252926350478,100
3196,0.04,98.72252926350478,100
3197,0.04,94.27450365216697,100
3198,0.04,97.10025087555812,100
3199,0.04,97.10025087555812,100
3200,0.04,99.62815331852183,100
3201,0.04,97.3367382873097,100
3202,0.04,98.91109135604663,100
3203,0.04,98.91109135604663,100
3204,0.04,98.91109135604663,100
3205,0.04,98.91109135604663,100
3206,0.04,98.91109135604663,100
3207,0.04,98.91109135604663,100
3208,0.04,98.91109135604663,100
3209,0.04,98.91109135604663,100
3210,0.04,96.81063519988085,100
3211,0.04,96.81063519988085,100
3212,0.04,99.28607757110849,100
3213,0.04,99.28607757110849,100
3214,0.04,95.83051734747619,100
3215,0.04,99.49634950067937,100
3216,0.04,99.49634950067937,100
3217,0.04,98.45014707817506,100
3218,0.04,98.45014707817506,100
3219,0.04,93.60544674386615,100
3220,0.04,97.96775165103246,100
3221,0.04,99.81821378444296,100
3222,0.04,99.81821378444296,100
3223,0.04,99.81821378444296,100
3224,0.04,99.81821378444296,100
3225,0.04,99.81821378444296,100
3226,0.04,99.81821378444296,100
3227,0.04,99.81821378444296,100
3228,0.04,99.81821378444296,100
3229,0.04,99.81821378444296,100
3230,0.04,99.81821378444296,100
3231,0.04,99.81821378444296,100
3232,0.04,99.81821378444296,100
3233,0.04,94.34370256762281,100
3234,0.04,97.43128565992491,100
3235,0.04,99.64248131610992,100
3236,0.04,99.64248131610992,100
3237,0.04,99.64248131610992,100
3238,0.04,99.64248131610992,100
3239,0.04,99.64248131610992,100
3240,0.04,99.64248131610992,100
3241,0.04,99.64248131610992,100
3242,0.04,99.64248131610992,100
3243,0.04,92.03517282201454,100
3244,0.04,98.49167193461126,100
3245,0.04,98.49167193461126,100
3246,0.04,98.49167193461126,100
3247,0.04,96.32111617753408,100
3248,0.04,99.80972845738351,100
3249,0.04,97.2818260144198,100
3250,0.04,97.2818260144198,100
3251,0.04,97.2818260144198,100
3252,0.04,92.21235424823998,100
3253,0.04,99.66824555073919,100
3254,0.04,99.66824555073919,100
3255,0.04,94.1527208649435,100
3256,0.04,98.2057591613552,100
3257,0.04,98.2057591613552,100
3258,0.04,98.2057591613552,100
3259,0.04,98.2057591613552,100
3260,0.04,98.2057591613552,100
3261,0.04,98.2057591613552,100
3262,0.04,93.50588116559379,100
3263,0.04,99.64397600541639,100
3264,0.04,99.64397600541639,100
3265,0.04,96.91767563945989,100
3266,0.04,96.91767563945989,100
3267,0.04,99.71878724064946,100
3268,0.04,99.71878724064946,100
3269,0.04,99.71878724064946,100
3270,0.04,99.71878724064946,100
3271,0.04,97.23285422051349,100
3272,0.04,97.23285422051349,100
3273,0.04,92.85318987994309,100
3274,0.04,98.1423542893924,100
3275,0.04,98.1423542893924,100
3276,0.04,98.1423542893924,100
3277,0.04,95.93231538803683,100
3278,0.04,99.88522684915942,100
3279,0.04,99.88522684915942,100
3280,0.04,92.13948020135317,100
3281,0.04,96.1055391712828,100
3282,0.04,99.39383695966914,100
3283,0.04,95.55464040926263,100
3284,0.04,96.1098674188613,100
3285,0.04,96.1098674188613,100
3286,0.04,98.65503016598497,100
3287,0.04,98.65503016598497,100
3288,0.04,98.65503016598497,100
3289,0.04,98.65503016598497,100
3290,0.04,98.65503016598497,100
3291,0.04,98.65503016598497,100
3292,0.04,98.65503016598497,100
3293,0.04,92.51693532616237,100
3294,0.04,99.92283013304683,100
3295,0.04,99.92283013304683,100
3296,0.04,99.92283013304683,100
3297,0.04,99.92283013304683,100
3298,0.04,99.92283013304683,100
3299,0.04,95.27540495224096,100
3300,0.04,98.94019348223719,100
3301,0.04,94.21282958689267,100
3302,0.04,98.96995044586453,100
3303,0.04,98.96995044586453,100
3304,0.04,98.96995044586453,100
3305,0.04,98.96995044586453,100
3306,0.04,96.1562000418743,100
3307,0.04,99.14156146536696,100
3308,0.04,99.14156146536696,100
3309,0.04,99.14156146536696,100
3310,0.04,99.14156146536696,100
3311,0.04,99.14156146536696,100
3312,0.04,99.14156146536696,100
3313,0.04,99.14156146536696,100
3314,0.04,99.14156146536696,100
3315,0.04,99.14156146536696,100
3316,0.04,99.14156146536696,100
3317,0.04,99.14156146536696,100
3318,0.04,99.14156146536696,100
3319,0.04,99.14156146536696,100
3320,0.04,99.14156146536696,100
3321,0.04,95.92029332423154,100
3322,0.04,99.43307698391375,100
3323,0.04,99.43307698391375,100
3324,0.04,99.43307698391375,100
3325,0.04,99.43307698391375,100
3326,0.04,99.43307698391375,100
3327,0.04,99.43307698391375,100
3328,0.04,99.43307698391375,100
3329,0.04,99.43307698391375,100
3330,0.04,99.43307698391375,100
3331,0.04,99.43307698391375,100
3332,0.04,99.43307698391375,100
3333,0.04,92.10245630071434,20
3334,0.04,92.10245630071434,20
3335,0.04,92.10245630071434,20
3336,0.04,92.10245630071434,20
3337,0.04,92.10245630071434,20
3338,0.04,92.10245630071434,20
3339,0.04,83.20574958918542,20
3340,0.04,83.20574958918542,20
3341,0.04,83.20574958918542,20
3342,0.04,83.20574958918542,20
3343,0.04,83.20574958918542,20
3344,0.04,80.11816649688332,20
3345,0.04,80.11816649688332,20
3346,0.04,80.11816649688332,20
3347,0.04,80.11816649688332,20
3348,0.04,80.11816649688332,20
3349,0.04,80.11816649688332,20
3350,0.04,80.11816649688332,20
3351,0.04,80.11816649688332,20
3352,0.04,80.11816649688332,20
3353,0.04,76.06512820047162,20
3354,0.04,74.21466606706112,20
3355,0.04,74.21466606706112,20
3356,0.04,74.21466606706112,20
3357,0.04,74.21466606706112,20
3358,0.04,74.21466606706112,20
3359,0.04,71.41000917666551,20
3360,0.04,71.41000917666551,20
3361,0.04,68.25316042190339,20
3362,0.04,68.25316042190339,20
3363,0.04,64.07160605253276,20
3364,0.04,64.07160605253276,20
3365,0.04,64.07160605253276,20
3366,0.04,64.07160605253276,20
3367,0.04,64.07160605253276,20
3368,0.04,64.07160605253276,20
3369,0.04,64.07160605253276,20
3370,0.04,64.07160605253276,20
3371,0.04,64.07160605253276,20
3372,0.04,64.07160605253276,20
3373,0.04,64.07160605253276,20
3374,0.04,64.07160605253276,20
3375,0.04,61.52644330540909,20
3376,0.04,61.52644330540909,20
3377,0.04,61.52644330540909,20
3378,0.04,61.52644330540909,20
3379,0.04,61.52644330540909,20
3380,0.04,61.52644330540909,20
3381,0.04,58.725331704219506,20
3382,0.04,58.725331704219506,20
3383,0.04,58.725331704219506,20
3384,0.04,58.725331704219506,20
3385,0.04,55.968568719148806,20
3386,0.04,55.968568719148806,20
3387,0.04,55.968568719148806,20
3388,0.04,52.98320729565614,20
3389,0.04,49.01714832572652,20
3390,0.04,49.01714832572652,20
3391,0.04,49.01714832572652,20
3392,0.04,49.01714832572652,20
3393,0.04,49.01714832572652,20
3394,0.04,49.01714832572652,20
3395,0.04,49.01714832572652,20
3396,0.04,49.01714832572652,20
3397,0.04,49.01714832572652,20
3398,0.04,49.01714832572652,20
3399,0.04,49.01714832572652,20
3400,0.04,49.01714832572652,20
3401,0.04,49.01714832572652,20
3402,0.04,49.01714832572652,20
3403,0.04,49.01714832572652,20
3404,0.04,46.26113501898871,20
3405,0.04,46.26113501898871,20
3406,0.04,40.9719706095394,20
3407,0.04,40.9719706095394,20
3408,0.04,37.48335832968996,20
3409,0.04,33.53044686856736,20
3410,0.04,30.282186345291983,20
3411,0.04,30.282186345291983,20
3412,0.04,30.282186345291983,20
3413,0.04,28.707833276555064,20
3414,0.04,28.707833276555064,20
3415,0.04,28.707833276555064,20
3416,0.04,28.707833276555064,20
3417,0.04,28.707833276555064,20
3418,0.04,28.707833276555064,20
3419,0.04,28.707833276555064,20
3420,0.04,28.707833276555064,20
3421,0.04,25.203005084072633,20
3422,0.04,25.203005084072633,20
3423,0.04,25.203005084072633,20
3424,0.04,22.172335703246322,20
3425,0.04,18.659552043564112,20
3426,0.04,18.659552043564112,20
3427,0.04,18.659552043564112,20
3428,0.04,18.659552043564112,20
3429,0.04,18.659552043564112,20
3430,0.04,18.659552043564112,20
3431,0.04,18.659552043564112,20
3432,0.04,18.659552043564112,20
3433,0.04,18.659552043564112,20
3434,0.04,18.659552043564112,20
3435,0.04,18.659552043564112,20
3436,0.04,18.659552043564112,20
3437,0.04,18.659552043564112,20
3438,0.04,18.659552043564112,20
3439,0.04,18.659552043564112,20
3440,0.04,18.659552043564112,20
3441,0.04,18.659552043564112,20
3442,0.04,18.659552043564112,20
3443,0.04,18.659552043564112,20
3444,0.04,18.659552043564112,20
3445,0.04,18.659552043564112,20
3446,0.04,18.659552043564112,20
3447,0.04,18.659552043564112,20
3448,0.04,18.659552043564112,20
3449,0.04,18.659552043564112,20
3450,0.04,18.659552043564112,20
3451,0.04,18.659552043564112,20
3452,0.04,18.659552043564112,20
3453,0.04,18.659552043564112,20
3454,0.04,14.501917759955022,20
3455,0.04,18.467414863744043,20
3456,0.04,14.793483643028601,20
3457,0.04,19.171681626060817,20
3458,0.04,19.171681626060817,20
3459,0.04,19.171681626060817,20
3460,0.04,19.171681626060817,20
3461,0.04,19.171681626060817,20
3462,0.04,19.171681626060817,20
3463,0.04,19.171681626060817,20
3464,0.04,19.171681626060817,20
3465,0.04,19.171681626060817,20
3466,0.04,19.171681626060817,20
3467,0.04,19.171681626060817,20
3468,0.04,19.171681626060817,20
3469,0.04,19.171681626060817,20
3470,0.04,19.171681626060817,20
3471,0.04,19.171681626060817,20
3472,0.04,19.171681626060817,20
3473,0.04,19.171681626060817,20
3474,0.04,19.171681626060817,20
3475,0.04,19.171681626060817,20
3476,0.04,19.171681626060817,20
3477,0.04,19.171681626060817,20
3478,0.04,19.171681626060817,20
3479,0.04,19.171681626060817,20
3480,0.04,19.171681626060817,20
3481,0.04,19.171681626060817,20
3482,0.04,19.171681626060817,20
3483,0.04,19.171681626060817,20
3484,0.04,19.171681626060817,20
3485,0.04,19.171681626060817,20
3486,0.04,19.171681626060817,20
3487,0.04,19.171681626060817,20
3488,0.04,14.414560767088961,20
3489,0.04,18.38726168747213,20
3490,0.04,18.38726168747213,20
3491,0.04,18.38726168747213,20
3492,0.04,18.38726168747213,20
3493,0.04,18.38726168747213,20
3494,0.04,18.38726168747213,20
3495,0.04,18.38726168747213,20
3496,0.04,18.38726168747213,20
3497,0.04,18.38726168747213,20
3498,0.04,15.098963899085781,20
3499,0.04,19.800784320781286,20
3500,0.04,19.800784320781286,20
3501,0.04,19.800784320781286,20
3502,0.04,19.800784320781286,20
3503,0.04,17.01821642890001,20
3504,0.04,18.928430403604523,20
3505,0.04,18.928430403604523,20
3506,0.04,18.928430403604523,20
3507,0.04,18.928430403604523,20
3508,0.04,18.928430403604523,20
3509,0.04,18.928430403604523,20
3510,0.04,18.928430403604523,20
3511,0.04,18.928430403604523,20
3512,0.04,18.928430403604523,20
3513,0.04,18.928430403604523,20
3514,0.04,18.928430403604523,20
3515,0.04,18.928430403604523,20
3516,0.04,18.928430403604523,20
3517,0.04,18.928430403604523,20
3518,0.04,18.928430403604523,20
3519,0.04,18.928430403604523,20
3520,0.04,18.928430403604523,20
3521,0.04,18.928430403604523,20
3522,0.04,18.928430403604523,20
3523,0.04,18.928430403604523,20
3524,0.04,18.928430403604523,20
3525,0.04,18.928430403604523,20
3526,0.04,18.928430403604523,20
3527,0.04,18.928430403604523,20
3528,0.04,18.928430403604523,20
3529,0.04,18.928430403604523,20
3530,0.04,18.928430403604523,20
3531,0.04,18.928430403604523,20
