,usage,demand,actual_limit
0,1.885705126291905,1.885705126291905,10.01333323456812
1,1.885705126291905,1.885705126291905,10.026665876550233
2,1.885705126291905,1.885705126291905,10.039997333386665
3,1.885705126291905,1.885705126291905,10.05332701257042
4,3.5451125520233946,3.5451125520233946,10.066654321673507
5,3.5451125520233946,3.5451125520233946,10.079978668373268
6,5.259373078650222,5.259373078650222,10.093299460478711
7,6.9365128144923025,6.9365128144923025,10.106616105956824
8,8.481742076905961,8.481742076905961,10.119928012958889
9,8.481742076905961,8.481742076905961,10.133234589846786
10,8.481742076905961,8.481742076905961,10.146535245219289
11,8.481742076905961,8.481742076905961,10.159829387938345
12,8.481742076905961,8.481742076905961,10.17311642715536
13,8.481742076905961,8.481742076905961,10.186395772337441
14,8.481742076905961,8.481742076905961,10.199666833293657
15,10.098501296474604,10.098501296474604,10.212929020201258
16,10.098501296474604,10.098501296474604,10.226181743631903
17,10.098501296474604,11.899072624589163,10.239424414577838
18,10.098501296474604,11.899072624589163,10.252656444478093
19,10.098501296474604,11.899072624589163,10.265877245244628
20,10.098501296474604,11.899072624589163,10.279086229288474
21,10.098501296474604,11.899072624589163,10.292282809545846
22,10.098501296474604,11.899072624589163,10.305466399504239
23,10.098501296474604,11.899072624589163,10.318636413228493
24,10.098501296474604,11.899072624589163,10.33179226538683
25,10.098501296474604,11.899072624589163,10.344933371276879
26,10.098501296474604,11.899072624589163,10.358059146851648
27,10.098501296474604,11.899072624589163,10.371169008745499
28,10.098501296474604,11.899072624589163,10.384262374300057
29,10.098501296474604,11.899072624589163,10.397338661590123
30,10.098501296474604,11.899072624589163,10.410397289449522
31,10.098501296474604,11.899072624589163,10.423437677496947
32,10.098501296474604,11.899072624589163,10.43645924616174
33,10.098501296474604,11.899072624589163,10.449461416709658
34,10.098501296474604,11.899072624589163,10.462443611268597
35,10.098501296474604,11.899072624589163,10.47540525285427
36,10.098501296474604,11.899072624589163,10.488345765395849
37,10.098501296474604,11.899072624589163,10.501264573761574
38,10.098501296474604,11.899072624589163,10.51416110378431
39,10.098501296474604,11.899072624589163,10.527034782287071
40,10.098501296474604,11.899072624589163,10.539885037108483
41,10.098501296474604,11.899072624589163,10.552711297128228
42,10.098501296474604,11.899072624589163,10.565512992292414
43,10.098501296474604,11.899072624589163,10.578289553638921
44,10.098501296474604,11.899072624589163,10.591040413322679
45,10.098501296474604,11.899072624589163,10.603765004640914
46,10.098501296474604,11.899072624589163,10.616462762058328
47,10.098501296474604,11.899072624589163,10.629133121232236
48,10.098501296474604,11.899072624589163,10.641775519037651
49,10.098501296474604,11.899072624589163,10.654389393592306
50,10.098501296474604,11.899072624589163,10.66697418428163
51,10.098501296474604,11.899072624589163,10.679529331783664
52,10.098501296474604,11.899072624589163,10.69205427809392
53,10.098501296474604,11.899072624589163,10.70454846655018
54,10.098501296474604,11.899072624589163,10.717011341857235
55,10.098501296474604,11.899072624589163,10.729442350111567
56,10.098501296474604,11.899072624589163,10.741840938825966
57,10.098501296474604,11.899072624589163,10.754206556954086
58,10.098501296474604,11.899072624589163,10.766538654914935
59,10.098501296474604,11.899072624589163,10.778836684617302
60,10.098501296474604,11.899072624589163,10.79110009948411
61,10.098501296474604,11.899072624589163,10.803328354476719
62,10.239665198857676,10.239665198857674,10.81552090611914
63,10.239665198857676,10.239665198857674,10.8276772125222
64,10.239665198857676,10.239665198857674,10.839796733407612
65,10.239665198857676,10.239665198857674,10.851878930132
66,10.239665198857676,12.189280103773646,10.863923265710831
67,10.239665198857676,12.189280103773646,10.875929204842283
68,10.303574977481743,10.303574977481741,10.88789621393104
69,10.303574977481743,11.825073304518634,10.899823761112
70,10.303574977481743,11.825073304518634,10.911711316273918
71,10.303574977481743,11.825073304518634,10.923558351082967
72,10.303574977481743,11.825073304518634,10.935364339006215
73,10.303574977481743,11.825073304518634,10.947128755335031
74,10.303574977481743,11.825073304518634,10.958851077208406
75,10.303574977481743,11.825073304518634,10.970530783636185
76,10.303574977481743,11.825073304518634,10.982167355522227
77,10.303574977481743,11.825073304518634,10.993760275687475
78,10.303574977481743,11.825073304518634,11.005309028892938
79,10.303574977481743,11.825073304518634,11.016813101862603
80,10.303574977481743,11.825073304518634,11.028271983306226
81,10.303574977481743,11.825073304518634,11.039685163942078
82,10.303574977481743,11.825073304518634,11.05105213651956
83,10.303574977481743,11.825073304518634,11.062372395841768
84,10.303574977481743,11.825073304518634,11.073645438787922
